Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
8,DBVT,14.69,168192,Healthcare,Biotechnology,99.0,99.0,99.0,,92103.0,154070.0,18.0,0.44,518584416.0,No
9,SNDK,200.47,6380376,Technology,Computer Hardware,99.0,99.0,73.0,89.0,6176170.0,8331330.0,209.77,27.89,29346793472.0,No
10,INBX,81.44,448933,Healthcare,Biotechnology,99.0,97.0,97.0,21.0,292042.0,1191480.0,83.95,10.8,1177085312.0,No
16,NVFY,5.57,1345118,Consumer Cyclical,"Furnishings, Fixtures & Appliances",99.0,99.0,98.0,87.0,1289064.0,1377430.0,6.08,0.39,209278944.0,No
18,AMPX,14.12,10604288,Industrials,Electrical Equipment & Parts,99.0,99.0,99.0,97.0,8692292.0,7318420.0,16.03,1.18,1766696192.0,No
29,VTYX,8.53,5407546,Healthcare,Biotechnology,99.0,97.0,95.0,2.0,3576742.0,17625800.0,9.5,0.78,608261632.0,No
32,WKEY,17.0,2600743,Technology,Semiconductors,99.0,93.0,96.0,99.0,629901.0,2911140.0,19.8,1.61,178193280.0,No
36,AXTI,8.02,10303025,Technology,Semiconductor Equipment & Materials,99.0,98.0,83.0,4.0,1483032.0,2803320.0,9.84,1.13,368999488.0,No
37,CIFR,18.65,43024489,Financial Services,Capital Markets,99.0,99.0,86.0,3.0,42763000.0,41994680.0,22.0,1.86,7334784000.0,No
47,SLDP,6.31,21380414,Consumer Cyclical,Auto Parts,99.0,98.0,99.0,76.0,12343835.0,9433970.0,8.05,0.68,1144810880.0,No
48,ONEG,10.81,394605,Industrials,Engineering & Construction,99.0,99.0,98.0,93.0,279689.0,327790.0,13.5,1.48,172960000.0,No
49,PVLA,79.84,170426,Healthcare,Biotechnology,99.0,99.0,98.0,96.0,158223.0,117810.0,80.79,11.17,883003584.0,No
50,GRAL,91.93,1104911,Healthcare,Diagnostics & Research,99.0,99.0,93.0,99.0,965585.0,1284330.0,103.0,13.24,3313874176.0,No
52,DPRO,10.96,4992264,Industrials,Aerospace & Defense,99.0,99.0,98.0,3.0,4405960.0,3329340.0,14.4,1.63,285272352.0,No
59,LPTH,8.68,1785241,Technology,Electronic Components,99.0,99.0,97.0,96.0,1650204.0,1887350.0,10.69,1.4,394305728.0,No
72,QS,18.44,81987059,Consumer Cyclical,Auto Parts,99.0,98.0,98.0,13.0,39330815.0,39517560.0,19.07,3.4,11088160768.0,No
76,KOD,18.12,1029906,Healthcare,Biotechnology,99.0,99.0,98.0,70.0,863554.0,1099620.0,21.17,1.92,957393088.0,No
77,VWAV,13.27,430271,Industrials,Aerospace & Defense,99.0,98.0,98.0,,341504.0,448190.0,14.05,2.06,192694912.0,No
78,UUUU,20.53,25025914,Energy,Uranium,99.0,99.0,98.0,16.0,21801987.0,29768460.0,27.33,3.2,4742858240.0,No
79,CLNN,12.5,473667,Consumer Defensive,Packaged Foods,99.0,98.0,26.0,1.0,115203.0,80400.0,12.75,2.28,125874624.0,No
81,EOSE,16.01,23704352,Industrials,Electrical Equipment & Parts,99.0,99.0,97.0,99.0,18657710.0,23367070.0,19.05,2.06,4475838976.0,No
90,GALT,5.81,459735,Healthcare,Biotechnology,99.0,98.0,98.0,7.0,304173.0,347920.0,6.55,0.73,374624192.0,No
