Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,QURE,47.5,68800166,Healthcare,Biotechnology,99.0,97.0,97.0,98.0,1147868.0,1520740.0,51.21,4.45,2606179072.0,No
Leading Stocks (RS > 90),2,BE,68.9,31790610,Industrials,Electrical Equipment & Parts,99.0,99.0,95.0,97.0,11223563.0,15420500.0,86.89,9.02,16116610048.0,No
Leading Stocks (RS > 90),3,ARQQ,42.0,1070037,Technology,Software - Infrastructure,98.0,98.0,99.0,94.0,609033.0,642640.0,52.79,3.72,640880960.0,No
Leading Stocks (RS > 90),4,CYD,39.18,405585,Consumer Cyclical,Auto Manufacturers,98.0,98.0,98.0,98.0,259974.0,306840.0,41.97,8.61,1470500480.0,No
Leading Stocks (RS > 90),5,CRDO,149.38,7714656,Technology,Semiconductors,98.0,98.0,99.0,92.0,4933014.0,5819370.0,176.7,29.09,25842083840.0,No
Leading Stocks (RS > 90),6,XMTR,54.13,1561746,Industrials,Specialty Industrial Machinery,96.0,96.0,96.0,93.0,787980.0,708110.0,58.03,16.26,2749606400.0,No
Leading Stocks (RS > 90),7,GDS,40.67,8651304,Technology,Information Technology Services,95.0,94.0,97.0,99.0,2475184.0,4194570.0,52.5,16.93,8034582528.0,No
Leading Stocks (RS > 90),8,FUTU,176.46,4108531,Financial Services,Capital Markets,96.0,98.0,94.0,96.0,2434823.0,2467880.0,199.86,70.6,24568086528.0,No
Leading Stocks (RS > 90),9,GH,57.67,4421777,Healthcare,Diagnostics & Research,93.0,97.0,96.0,98.0,2494852.0,2287430.0,68.0,20.14,7191786496.0,No
Leading Stocks (RS > 90),10,HRTG,24.89,816037,Financial Services,Insurance - Property & Casualty,93.0,92.0,98.0,97.0,463092.0,686790.0,29.1,8.7,771096832.0,No
"Top Movers (RS ≥ 85, Improving)",1,MAZE,26.18,866976,Healthcare,Biotechnology,97.0,62.0,13.0,4.0,381915.0,1214160.0,27.65,6.71,1148016128.0,No
"Top Movers (RS ≥ 85, Improving)",2,BTU,25.82,9542622,Energy,Thermal Coal,94.0,21.0,5.0,2.0,5013285.0,5373420.0,29.94,9.61,3139712000.0,No
"Top Movers (RS ≥ 85, Improving)",3,ODP,27.81,1563657,Consumer Cyclical,Specialty Retail,91.0,54.0,11.0,1.0,608423.0,1424070.0,32.21,11.85,837718784.0,No
"Top Movers (RS ≥ 85, Improving)",4,PINC,27.78,4069263,Healthcare,Health Information Services,88.0,85.0,75.0,31.0,1990523.0,2259470.0,28.79,17.23,2297790208.0,No
