Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,CLS,326.33,7604109,Technology,Electronic Components,99.0,99.0,99.0,96.0,3285870.0,3062580.0,355.5,58.05,37619744768.0,No
Leading Stocks (RS > 90),2,MNPR,79.92,183116,Healthcare,Biotechnology,98.0,99.0,99.0,99.0,57864.0,70270.0,105.0,12.55,493103264.0,No
Leading Stocks (RS > 90),3,SOFI,31.64,175877745,Financial Services,Credit Services,97.0,97.0,98.0,96.0,72234028.0,65115540.0,31.98,8.6,37863374848.0,No
Leading Stocks (RS > 90),4,WGS,137.47,1801787,Healthcare,Diagnostics & Research,95.0,92.0,97.0,97.0,654956.0,440980.0,146.0,55.17,3948997376.0,No
Leading Stocks (RS > 90),5,VSEC,182.73,1205042,Industrials,Aerospace & Defense,92.0,93.0,95.0,96.0,242185.0,168890.0,186.0,88.69,3778183936.0,No
Leading Stocks (RS > 90),6,KNSA,39.43,1300574,Healthcare,Drug Manufacturers - Specialty & Generic,91.0,94.0,92.0,94.0,509664.0,498980.0,41.28,17.82,2922065152.0,No
"Top Movers (RS ≥ 85, Improving)",1,RNA,69.93,27914180,Healthcare,Biotechnology,96.0,91.0,51.0,9.0,4102665.0,8435130.0,70.51,21.51,10203021312.0,No
"Top Movers (RS ≥ 85, Improving)",2,AMKR,32.18,9214583,Technology,Semiconductor Equipment & Materials,90.0,82.0,35.0,6.0,2546850.0,2637490.0,33.82,14.03,7955534848.0,No
"Top Movers (RS ≥ 85, Improving)",3,CGON,43.71,2070682,Healthcare,Biotechnology,92.0,91.0,8.0,7.0,914496.0,797060.0,45.56,14.8,3332781824.0,No
"Top Movers (RS ≥ 85, Improving)",4,INBX,68.43,757970,Healthcare,Biotechnology,99.0,98.0,96.0,17.0,258051.0,977070.0,68.53,10.8,989499072.0,No
"Top Movers (RS ≥ 85, Improving)",5,KALU,93.53,269201,Basic Materials,Aluminum,86.0,52.0,43.0,20.0,127732.0,260600.0,97.6,46.81,1515689984.0,No
"Top Movers (RS ≥ 85, Improving)",6,PLPC,227.97,123681,Industrials,Electrical Equipment & Parts,94.0,89.0,82.0,67.0,78007.0,103410.0,242.49,118.99,1122725376.0,No
