Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,QURE,59.4,7812550.0,Healthcare,Biotechnology,99.0,97.0,98.0,97.0,2671753.0,11153220.0,59.82,4.45,3259095552.0,No
Leading Stocks (RS > 90),2,LTBR,22.74,3708508.0,Industrials,Electrical Equipment & Parts,99.0,99.0,99.0,99.0,1672358.0,3157660.0,23.37,2.58,589296448.0,No
Leading Stocks (RS > 90),3,PVLA,62.03,277814.0,Healthcare,Biotechnology,99.0,99.0,96.0,98.0,150693.0,203640.0,63.24,11.17,688464128.0,No
Leading Stocks (RS > 90),4,APP,711.14,11173436.0,Communication Services,Advertising Agencies,99.0,98.0,98.0,99.0,7067393.0,14176380.0,742.11,126.53,240543055872.0,No
Leading Stocks (RS > 90),5,GRAL,58.77,2056937.0,Healthcare,Diagnostics & Research,98.0,91.0,99.0,98.0,912060.0,873330.0,63.99,12.33,2118529280.0,No
Leading Stocks (RS > 90),6,ETON,22.55,586714.0,Healthcare,Drug Manufacturers - Specialty & Generic,97.0,95.0,98.0,99.0,356392.0,360050.0,22.98,5.72,601919616.0,No
"Top Movers (RS ≥ 85, Improving)",1,MRUS,93.67,37898351.0,Healthcare,Biotechnology,97.0,88.0,80.0,21.0,629831.0,621670.0,94.55,33.19,7084670464.0,No
"Top Movers (RS ≥ 85, Improving)",2,SION,29.27,474118.0,Healthcare,Biotechnology,94.0,93.0,85.0,1.0,215931.0,301080.0,30.41,7.25,1290869248.0,No
"Top Movers (RS ≥ 85, Improving)",3,BTU,26.82,7851596.0,Energy,Thermal Coal,94.0,64.0,7.0,2.0,5144055.0,6873470.0,29.94,9.61,3261676800.0,No
"Top Movers (RS ≥ 85, Improving)",4,ZBIO,20.57,323701.0,Healthcare,Biotechnology,97.0,95.0,21.0,5.0,199646.0,259470.0,26.25,5.83,866209088.0,No
"Top Movers (RS ≥ 85, Improving)",5,SA,23.68,2879790.0,Basic Materials,Gold,95.0,89.0,83.0,13.0,1019698.0,2302200.0,23.76,9.4,2418416384.0,No
"Top Movers (RS ≥ 85, Improving)",6,XOMA,37.2,78026.0,Healthcare,Biotechnology,92.0,86.0,77.0,15.0,50949.0,55440.0,38.48,18.35,449663168.0,No
"Top Movers (RS ≥ 85, Improving)",7,CENX,29.4,4009636.0,Basic Materials,Aluminum,94.0,84.0,50.0,27.0,1604771.0,2009060.0,30.08,13.05,2743703552.0,No
"Top Movers (RS ≥ 85, Improving)",8,SNDK,113.49,11302186.0,Technology,Computer Hardware,98.0,90.0,86.0,36.0,3786450.0,8312790.0,114.0,27.89,16564240384.0,No
"Top Movers (RS ≥ 85, Improving)",9,HROW,48.67,1086814.0,Healthcare,Drug Manufacturers - Specialty & Generic,92.0,83.0,76.0,42.0,582271.0,848580.0,59.23,20.85,1799413888.0,No
"Top Movers (RS ≥ 85, Improving)",10,MLYS,39.35,2604733.0,Healthcare,Biotechnology,99.0,86.0,72.0,50.0,1466187.0,1534470.0,41.09,8.24,3052367360.0,No
"Top Movers (RS ≥ 85, Improving)",11,WINA,506.32,108547.0,Consumer Cyclical,Specialty Retail,89.0,83.0,54.0,42.0,71277.0,74110.0,518.48,295.79,1796655232.0,No
