Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,ARQT,25.23,4213426,Healthcare,Biotechnology,97.0,92.0,92.0,96.0,1953621.0,2525340.0,25.99,8.21,3021608192.0,No
Leading Stocks (RS > 90),2,UI,773.31,316423,Technology,Communication Equipment,97.0,97.0,95.0,98.0,186040.0,184970.0,780.23,245.0,46784987136.0,No
Leading Stocks (RS > 90),3,TTMI,63.54,3840316,Technology,Electronic Components,97.0,98.0,97.0,93.0,2376209.0,1635340.0,63.76,15.77,6570723840.0,No
Leading Stocks (RS > 90),4,GH,72.27,4477333,Healthcare,Diagnostics & Research,96.0,95.0,91.0,96.0,2619204.0,2174790.0,73.31,21.28,9012492288.0,No
Leading Stocks (RS > 90),5,BBIO,66.62,7077998,Healthcare,Biotechnology,95.0,94.0,96.0,93.0,2508906.0,2344730.0,69.48,21.72,12735646720.0,No
Leading Stocks (RS > 90),6,MIR,29.77,11499840,Industrials,Specialty Industrial Machinery,95.0,91.0,95.0,94.0,4904742.0,3589880.0,30.18,12.0,7455026688.0,No
Leading Stocks (RS > 90),7,WGS,131.76,1150811,Healthcare,Diagnostics & Research,95.0,94.0,98.0,97.0,632187.0,590250.0,146.0,55.17,3784970240.0,No
Leading Stocks (RS > 90),8,VSEC,180.42,663369,Industrials,Aerospace & Defense,92.0,93.0,95.0,96.0,257325.0,278240.0,186.0,88.69,3732232960.0,No
Leading Stocks (RS > 90),9,DAN,21.64,3835513,Consumer Cyclical,Auto Parts,92.0,91.0,92.0,94.0,1938454.0,2024840.0,22.12,7.58,2834885632.0,No
Leading Stocks (RS > 90),10,DB,35.97,4611831,Financial Services,Banks - Regional,92.0,94.0,96.0,97.0,2350439.0,2045160.0,37.86,16.02,69283717120.0,No
Leading Stocks (RS > 90),11,APEI,33.83,443004,Consumer Defensive,Education & Training Services,92.0,95.0,94.0,97.0,240482.0,261990.0,39.83,14.95,610578752.0,No
"Top Movers (RS ≥ 85, Improving)",1,RCUS,20.28,1924939,Healthcare,Biotechnology,96.0,88.0,8.0,3.0,981153.0,1420340.0,22.11,6.5,2158420224.0,No
"Top Movers (RS ≥ 85, Improving)",2,BBNX,26.79,2732859,Healthcare,Medical Devices,93.0,85.0,19.0,4.0,807232.0,679010.0,30.47,8.89,1164564608.0,No
"Top Movers (RS ≥ 85, Improving)",3,TER,173.83,11229785,Technology,Semiconductor Equipment & Materials,95.0,90.0,79.0,6.0,3954776.0,2832070.0,177.24,65.77,27658115072.0,No
"Top Movers (RS ≥ 85, Improving)",4,ODP,27.82,1330144,Consumer Cyclical,Specialty Retail,91.0,90.0,9.0,3.0,856056.0,736570.0,32.21,11.85,837568128.0,No
"Top Movers (RS ≥ 85, Improving)",5,AMKR,32.71,4317682,Technology,Semiconductor Equipment & Materials,91.0,85.0,42.0,5.0,2552835.0,3379990.0,33.82,14.03,8077871104.0,No
"Top Movers (RS ≥ 85, Improving)",6,RNA,69.65,24986147,Healthcare,Biotechnology,96.0,89.0,82.0,13.0,4493462.0,11074750.0,70.51,21.51,10232327168.0,No
"Top Movers (RS ≥ 85, Improving)",7,INBX,76.79,600733,Healthcare,Biotechnology,99.0,98.0,95.0,18.0,269071.0,1050430.0,77.57,10.8,1115232512.0,No
"Top Movers (RS ≥ 85, Improving)",8,CAMT,128.23,744673,Technology,Semiconductor Equipment & Materials,92.0,91.0,80.0,13.0,489606.0,493660.0,129.41,47.41,5860424192.0,No
"Top Movers (RS ≥ 85, Improving)",9,SUPN,55.55,1816859,Healthcare,Drug Manufacturers - Specialty & Generic,93.0,91.0,76.0,22.0,807201.0,594540.0,55.95,29.16,3113738496.0,No
"Top Movers (RS ≥ 85, Improving)",10,ECO,34.22,292125,Industrials,Marine Shipping,89.0,84.0,22.0,18.0,139126.0,166210.0,34.41,17.91,1102648192.0,No
"Top Movers (RS ≥ 85, Improving)",11,LOGI,115.84,1383068,Technology,Computer Hardware,87.0,84.0,78.0,22.0,577207.0,531340.0,117.4,64.73,17062812672.0,No
"Top Movers (RS ≥ 85, Improving)",12,VPG,38.08,229166,Technology,Scientific & Technical Instruments,93.0,81.0,58.0,31.0,109359.0,166200.0,38.49,18.57,505667552.0,No
"Top Movers (RS ≥ 85, Improving)",13,PLPC,234.54,130330,Industrials,Electrical Equipment & Parts,94.0,90.0,82.0,72.0,79350.0,105850.0,242.49,118.99,1155075200.0,No
