Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,LTBR,22.68,3338706,Industrials,Electrical Equipment & Parts,99.0,98.0,99.0,99.0,1785021.0,3154850.0,24.78,2.91,676776064.0,No
Leading Stocks (RS > 90),2,ARQQ,53.6,1025652,Technology,Software - Infrastructure,99.0,96.0,99.0,98.0,598975.0,823030.0,54.65,3.75,820195328.0,No
Leading Stocks (RS > 90),3,NNE,53.77,8416098,Industrials,Specialty Industrial Machinery,97.0,96.0,94.0,99.0,3302918.0,3141270.0,56.46,15.16,2231047424.0,No
Leading Stocks (RS > 90),4,PPTA,23.58,5090069,Basic Materials,Other Precious Metals & Mining,97.0,95.0,95.0,98.0,2654940.0,3228510.0,24.13,7.81,2536497408.0,No
Leading Stocks (RS > 90),5,APP,589.01,11958237,Communication Services,Advertising Agencies,97.0,99.0,97.0,98.0,7175278.0,7083290.0,745.61,137.2,198510428160.0,No
Leading Stocks (RS > 90),6,TSAT,30.93,406763,Technology,Communication Equipment,93.0,94.0,96.0,98.0,106912.0,104450.0,32.98,10.11,1574213504.0,No
Leading Stocks (RS > 90),7,SNWV,40.68,101272,Healthcare,Medical Devices,94.0,95.0,97.0,99.0,51018.0,58840.0,46.59,10.0,348535296.0,No
"Top Movers (RS ≥ 85, Improving)",1,RAPT,29.87,386798,Healthcare,Biotechnology,98.0,90.0,4.0,3.0,161467.0,380330.0,32.35,5.66,493983936.0,No
"Top Movers (RS ≥ 85, Improving)",2,BTU,31.31,8569599,Energy,Thermal Coal,96.0,77.0,12.0,4.0,5279807.0,7170780.0,33.24,9.61,3806688000.0,No
"Top Movers (RS ≥ 85, Improving)",3,ODP,27.7,1176881,Consumer Cyclical,Specialty Retail,89.0,39.0,10.0,1.0,716937.0,2031200.0,32.21,11.85,834556416.0,No
"Top Movers (RS ≥ 85, Improving)",4,WDC,125.28,12284292,Technology,Computer Hardware,98.0,97.0,94.0,10.0,8122385.0,10968580.0,137.4,28.83,43462402048.0,No
"Top Movers (RS ≥ 85, Improving)",5,ARCT,21.0,1369377,Healthcare,Biotechnology,89.0,83.0,17.0,2.0,627165.0,877200.0,24.13,8.04,570652416.0,No
"Top Movers (RS ≥ 85, Improving)",6,AMD,203.37,235836886,Technology,Semiconductors,93.0,84.0,82.0,8.0,53476425.0,39903350.0,226.56,76.48,340396605440.0,No
"Top Movers (RS ≥ 85, Improving)",7,NBTX,22.16,105005,Healthcare,Biotechnology,99.0,98.0,91.0,20.0,41754.0,125460.0,22.5,2.76,1068436672.0,No
"Top Movers (RS ≥ 85, Improving)",8,TWN,55.5,25310,Financial Services,Asset Management,89.0,88.0,85.0,13.0,10800.0,19730.0,57.01,26.45,353684800.0,No
"Top Movers (RS ≥ 85, Improving)",9,NAMS,32.44,1929440,Healthcare,Biotechnology,93.0,88.0,79.0,17.0,889092.0,853710.0,34.59,14.06,3647472384.0,No
"Top Movers (RS ≥ 85, Improving)",10,GMAB,33.31,4712177,Healthcare,Biotechnology,92.0,81.0,30.0,17.0,1503843.0,2710360.0,33.63,17.23,20503846912.0,No
"Top Movers (RS ≥ 85, Improving)",11,PENG,29.3,2243077,Technology,Information Technology Services,90.0,88.0,84.0,17.0,1018673.0,743450.0,29.6,14.2,1536138624.0,No
"Top Movers (RS ≥ 85, Improving)",12,CMA,80.19,22442018,Financial Services,Banks - Regional,86.0,77.0,73.0,30.0,2040320.0,1362980.0,83.22,48.12,10306457600.0,No
"Top Movers (RS ≥ 85, Improving)",13,SNDK,122.05,8740474,Technology,Computer Hardware,99.0,96.0,90.0,40.0,4427807.0,10063400.0,137.05,27.89,17795567616.0,No
"Top Movers (RS ≥ 85, Improving)",14,MRUS,94.27,3087112,Healthcare,Biotechnology,96.0,89.0,82.0,44.0,1646051.0,7013740.0,94.56,33.19,7144198656.0,No
"Top Movers (RS ≥ 85, Improving)",15,BBU,33.34,139016,Industrials,Conglomerates,88.0,82.0,80.0,52.0,41728.0,108510.0,33.86,18.63,2967705856.0,No
