Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,QURE,52.65,17052125,Healthcare,Biotechnology,99.0,97.0,98.0,98.0,2243930.0,8427440.0,54.98,4.45,2888743936.0,No
Leading Stocks (RS > 90),2,OKLO,119.72,44128158,Utilities,Utilities - Regulated Electric,99.0,99.0,99.0,98.0,18254671.0,27835620.0,144.49,7.9,17592064000.0,No
Leading Stocks (RS > 90),3,IONQ,69.02,40981112,Technology,Computer Hardware,99.0,98.0,99.0,99.0,22290519.0,41070600.0,76.13,7.58,22329532416.0,No
Leading Stocks (RS > 90),4,MP,77.13,25295674,Basic Materials,Other Industrial Metals & Mining,99.0,99.0,97.0,98.0,15397649.0,13827980.0,82.5,15.56,13659592704.0,No
Leading Stocks (RS > 90),5,IDCC,339.21,592297,Technology,Software - Application,96.0,93.0,93.0,97.0,307880.0,487340.0,360.3,137.01,8744419328.0,No
Leading Stocks (RS > 90),6,GH,60.18,4496064,Healthcare,Diagnostics & Research,95.0,97.0,96.0,98.0,2539220.0,2483940.0,68.0,20.14,7504798208.0,No
Leading Stocks (RS > 90),7,GDS,42.07,4307454,Technology,Information Technology Services,95.0,94.0,96.0,98.0,2599280.0,4441850.0,52.5,16.93,8189350912.0,No
Leading Stocks (RS > 90),8,XPEV,22.26,15116401,Consumer Cyclical,Auto Manufacturers,92.0,96.0,94.0,99.0,7792536.0,5627200.0,27.16,10.06,21332639744.0,No
"Top Movers (RS ≥ 85, Improving)",1,AMRC,34.8,1209085,Industrials,Engineering & Construction,97.0,89.0,9.0,1.0,745753.0,743200.0,39.68,8.49,1838303744.0,No
"Top Movers (RS ≥ 85, Improving)",2,MAZE,26.35,745474,Healthcare,Biotechnology,97.0,39.0,12.0,4.0,396026.0,1281590.0,27.67,6.71,1155470848.0,No
"Top Movers (RS ≥ 85, Improving)",3,ODP,27.99,1922515,Consumer Cyclical,Specialty Retail,91.0,66.0,21.0,1.0,634060.0,1573760.0,32.21,11.85,842838784.0,No
