Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,RKLB,47.24,42057054,Industrials,Aerospace & Defense,99.0,99.0,99.0,99.0,22977843.0,20647760.0,55.17,7.0,22791602176.0,No
Leading Stocks (RS > 90),2,DRD,23.4,919210,Basic Materials,Gold,97.0,91.0,93.0,97.0,522433.0,915960.0,23.65,8.38,2018097920.0,No
Leading Stocks (RS > 90),3,ASA,40.98,216453,Financial Services,Asset Management,94.0,94.0,96.0,96.0,119037.0,230620.0,41.89,19.37,773386816.0,No
Leading Stocks (RS > 90),4,LLYVK,99.12,634386,Communication Services,Entertainment,94.0,94.0,96.0,96.0,360935.0,391730.0,102.62,41.89,9062026240.0,No
Leading Stocks (RS > 90),5,TSAT,26.58,200273,Technology,Communication Equipment,94.0,95.0,97.0,98.0,127937.0,108690.0,29.91,10.11,1346869760.0,No
Leading Stocks (RS > 90),6,ATLC,72.55,92386,Financial Services,Credit Services,94.0,92.0,91.0,95.0,60030.0,47270.0,78.91,32.51,1097347840.0,No
Leading Stocks (RS > 90),7,SEI,32.1,2858913,Energy,Oil & Gas Equipment & Services,93.0,94.0,98.0,98.0,1783785.0,2498310.0,39.02,12.09,2169410816.0,No
"Top Movers (RS ≥ 85, Improving)",1,WBTN,20.8,8695778,Communication Services,Internet Content & Information,98.0,95.0,5.0,2.0,707666.0,834770.0,21.32,6.75,2716646400.0,No
"Top Movers (RS ≥ 85, Improving)",2,REZI,39.6,3237980,Industrials,Industrial Distribution,97.0,94.0,73.0,12.0,1653782.0,1791530.0,39.84,14.18,5891014656.0,No
"Top Movers (RS ≥ 85, Improving)",3,ECO,30.08,323741,Industrials,Marine Shipping,85.0,46.0,26.0,17.0,127390.0,138230.0,35.64,17.91,968301952.0,No
"Top Movers (RS ≥ 85, Improving)",4,ORCL,306.96,49172552,Technology,Software - Infrastructure,96.0,95.0,93.0,53.0,16791251.0,39835330.0,345.72,118.86,872078245888.0,No
