Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,PRPO,20.99,53349,Healthcare,Diagnostics & Research,99.0,98.0,97.0,94.0,12062.0,12500.0,22.37,3.9,33994984.0,No
Leading Stocks (RS > 90),2,APP,545.18,15735931,Communication Services,Advertising Agencies,99.0,99.0,99.0,99.0,5577116.0,5452190.0,555.4,84.73,184596545536.0,No
Leading Stocks (RS > 90),3,HOOD,117.11,95205720,Financial Services,Capital Markets,99.0,99.0,99.0,98.0,44151546.0,33761490.0,117.7,18.82,104077172736.0,No
Leading Stocks (RS > 90),4,HSAI,28.74,6102929,Consumer Cyclical,Auto Parts,99.0,99.0,99.0,99.0,3165580.0,2993270.0,30.44,3.56,3813541376.0,No
Leading Stocks (RS > 90),5,CTEV,72.36,210611,Healthcare,Health Information Services,99.0,99.0,99.0,98.0,132537.0,92350.0,74.07,4.8,1192116480.0,No
Leading Stocks (RS > 90),6,LIF,103.11,1923614,Technology,Software - Application,98.0,97.0,97.0,91.0,773606.0,635110.0,103.65,29.62,7996036096.0,No
Leading Stocks (RS > 90),7,RIGL,40.87,717958,Healthcare,Biotechnology,98.0,98.0,93.0,97.0,476212.0,714680.0,43.72,12.66,733097408.0,No
Leading Stocks (RS > 90),8,ACFN,30.47,58483,Technology,Scientific & Technical Instruments,97.0,97.0,92.0,97.0,22590.0,29710.0,33.0,8.75,76221376.0,No
Leading Stocks (RS > 90),9,AVGO,345.15,37020346,Technology,Semiconductors,97.0,96.0,96.0,91.0,20576062.0,25924140.0,356.34,134.9,1623473258496.0,No
Leading Stocks (RS > 90),10,ASA,40.45,243485,Financial Services,Asset Management,95.0,93.0,96.0,97.0,99806.0,139930.0,40.69,18.69,763384576.0,No
Leading Stocks (RS > 90),11,FOA,26.06,209596,Financial Services,Credit Services,94.0,96.0,98.0,99.0,102714.0,107990.0,32.4,9.79,288726560.0,No
Leading Stocks (RS > 90),12,MIR,22.59,10800237,Industrials,Specialty Industrial Machinery,93.0,94.0,97.0,91.0,3065522.0,2745720.0,23.58,9.11,5207426560.0,No
Leading Stocks (RS > 90),13,PAAS,35.8,8526288,Basic Materials,Gold,93.0,91.0,91.0,95.0,5031840.0,5352260.0,36.13,18.5,15134442496.0,No
"Top Movers (RS ≥ 85, Improving)",1,ZBIO,21.51,406120,Healthcare,Biotechnology,97.0,90.0,62.0,3.0,191711.0,218840.0,26.25,5.83,906003072.0,No
"Top Movers (RS ≥ 85, Improving)",2,TRML,29.97,955060,Healthcare,Biotechnology,96.0,89.0,63.0,11.0,200385.0,195700.0,30.5,11.56,771025920.0,No
"Top Movers (RS ≥ 85, Improving)",3,GIC,38.44,190941,Industrials,Industrial Distribution,92.0,89.0,45.0,5.0,109795.0,150500.0,38.79,20.79,1475299968.0,No
"Top Movers (RS ≥ 85, Improving)",4,STNG,58.66,2319173,Energy,Oil & Gas Midstream,88.0,14.0,7.0,4.0,1185048.0,927760.0,74.67,30.63,2994044672.0,No
"Top Movers (RS ≥ 85, Improving)",5,MCFT,23.8,275379,Consumer Cyclical,Recreational Vehicles,87.0,57.0,47.0,16.0,129991.0,294380.0,23.93,14.38,388092320.0,No
"Top Movers (RS ≥ 85, Improving)",6,GSAT,37.94,3819414,Communication Services,Telecom Services,96.0,94.0,59.0,53.0,690769.0,829170.0,41.1,15.0,4805973504.0,No
