Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,SNDK,215.04,42945553.0,Technology,Computer Hardware,98.0,95.0,98.0,98.0,10320660.0,20349830.0,284.76,27.89,31514796032.0,No
Leading Stocks (RS > 90),2,ARWR,57.71,7062506.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,2386631.0,3197500.0,59.15,9.57,7978843136.0,No
Leading Stocks (RS > 90),3,PTCT,86.25,10965056.0,Healthcare,Biotechnology,95.0,96.0,97.0,93.0,1507221.0,2907560.0,87.5,35.95,6924866048.0,No
Leading Stocks (RS > 90),4,SEPN,29.57,678309.0,Healthcare,Biotechnology,98.0,97.0,98.0,97.0,328171.0,506820.0,29.73,4.17,1323972864.0,No
Leading Stocks (RS > 90),5,BNR,21.34,63935.0,Healthcare,Diagnostics & Research,98.0,98.0,98.0,98.0,35479.0,74180.0,23.45,2.18,229759168.0,No
Leading Stocks (RS > 90),6,SYM,87.3,5697537.0,Industrials,Specialty Industrial Machinery,97.0,96.0,97.0,97.0,2240028.0,3526940.0,87.88,16.32,51750776832.0,No
Leading Stocks (RS > 90),7,KSS,24.1,18455156.0,Consumer Cyclical,Department Stores,96.0,98.0,96.0,97.0,5710440.0,8730550.0,24.91,6.04,2700999936.0,No
Leading Stocks (RS > 90),8,AVDL,21.4,8913499.0,Healthcare,Drug Manufacturers - Specialty & Generic,96.0,93.0,95.0,96.0,2861545.0,3828230.0,23.57,6.38,2097009280.0,No
Leading Stocks (RS > 90),9,ZYME,27.33,2186603.0,Healthcare,Biotechnology,96.0,97.0,97.0,96.0,1107857.0,2824520.0,28.49,9.03,2069848064.0,No
Leading Stocks (RS > 90),10,TSEM,103.46,2351389.0,Technology,Semiconductors,96.0,96.0,96.0,97.0,1402070.0,1737060.0,106.74,28.64,11600328704.0,No
Leading Stocks (RS > 90),11,LYEL,24.41,66685.0,Healthcare,Biotechnology,96.0,98.0,98.0,97.0,42345.0,42920.0,24.8,7.65,517936640.0,No
Leading Stocks (RS > 90),12,TYRA,22.03,539027.0,Healthcare,Biotechnology,95.0,98.0,97.0,96.0,294192.0,692180.0,22.68,6.42,1175787264.0,No
Leading Stocks (RS > 90),13,ISBA,41.72,29948.0,Financial Services,Banks - Regional,92.0,94.0,91.0,91.0,13459.0,14530.0,46.75,21.5,307055552.0,No
Leading Stocks (RS > 90),14,WILC,25.1,16593.0,Consumer Defensive,Food Distribution,92.0,94.0,91.0,92.0,8378.0,21520.0,25.1,12.54,349476480.0,No
