Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,PARR,44.88,3381513,Energy,Oil & Gas Refining & Marketing,98.0,95.0,96.0,91.0,1375603.0,1255670.0,48.4,11.86,2279292928.0,No
Leading Stocks (RS > 90),2,IRTC,163.46,742744,Healthcare,Medical Devices,91.0,96.0,96.0,98.0,408789.0,525360.0,212.0,71.0,5266541568.0,No
"Top Movers (RS ≥ 85, Improving)",1,INTG,35.8,13130,Consumer Cyclical,Lodging,99.0,98.0,39.0,8.0,8325.0,9310.0,42.5,9.57,77127736.0,No
"Top Movers (RS ≥ 85, Improving)",2,DNTH,41.05,1244658,Healthcare,Biotechnology,97.0,93.0,75.0,8.0,734553.0,638430.0,43.63,13.37,1760060416.0,No
"Top Movers (RS ≥ 85, Improving)",3,CSIQ,28.67,9222169,Technology,Solar,98.0,88.0,29.0,10.0,3635414.0,9662070.0,34.59,6.57,1919424640.0,No
"Top Movers (RS ≥ 85, Improving)",4,JAZZ,170.14,5340711,Healthcare,Biotechnology,93.0,78.0,50.0,14.0,731343.0,925600.0,172.91,95.49,10338576384.0,No
"Top Movers (RS ≥ 85, Improving)",5,ZYME,24.32,10013412,Healthcare,Biotechnology,96.0,88.0,84.0,28.0,737428.0,1087050.0,26.19,9.03,1841884544.0,No
"Top Movers (RS ≥ 85, Improving)",6,LOGI,112.59,811486,Technology,Computer Hardware,87.0,84.0,80.0,20.0,499835.0,487590.0,123.01,64.73,16534704128.0,No
"Top Movers (RS ≥ 85, Improving)",7,BEP,28.65,1089904,Utilities,Utilities - Renewable,85.0,78.0,52.0,35.0,648096.0,926350.0,32.72,19.29,18851612672.0,No
"Top Movers (RS ≥ 85, Improving)",8,CNTA,27.3,2739281,Healthcare,Biotechnology,96.0,92.0,85.0,47.0,1453421.0,3128830.0,29.26,9.6,3989328384.0,No
