Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,ARQQ,55.1,1094524,Technology,Software - Infrastructure,99.0,96.0,99.0,98.0,606773.0,834340.0,59.56,3.75,844051136.0,No
Leading Stocks (RS > 90),2,IONQ,79.4,39053242,Technology,Computer Hardware,99.0,98.0,99.0,99.0,23605129.0,34538970.0,82.97,8.97,25634379776.0,No
Leading Stocks (RS > 90),3,CDTX,102.17,1158586,Healthcare,Biotechnology,99.0,99.0,99.0,96.0,738281.0,1526600.0,106.63,10.14,2590832128.0,No
Leading Stocks (RS > 90),4,APP,631.28,11380611,Communication Services,Advertising Agencies,98.0,99.0,98.0,99.0,7347679.0,7571790.0,745.61,139.4,213547335680.0,No
Leading Stocks (RS > 90),5,NNE,56.44,7909544,Industrials,Specialty Industrial Machinery,97.0,97.0,95.0,98.0,3408729.0,3501520.0,60.51,15.16,2351166464.0,No
Leading Stocks (RS > 90),6,PPTA,23.58,4098451,Basic Materials,Other Precious Metals & Mining,96.0,92.0,95.0,98.0,2647689.0,3375280.0,24.84,7.81,2537573120.0,No
Leading Stocks (RS > 90),7,ASA,46.54,285650,Financial Services,Asset Management,95.0,95.0,91.0,98.0,134007.0,123040.0,47.75,19.37,878318336.0,No
Leading Stocks (RS > 90),8,TSAT,31.69,231954,Technology,Communication Equipment,94.0,91.0,97.0,98.0,111459.0,134250.0,32.98,10.11,1609978112.0,No
"Top Movers (RS ≥ 85, Improving)",1,RAPT,29.02,341858,Healthcare,Biotechnology,98.0,91.0,5.0,1.0,166790.0,398180.0,32.35,5.66,479926784.0,No
"Top Movers (RS ≥ 85, Improving)",2,ODP,27.72,1798715,Consumer Cyclical,Specialty Retail,90.0,27.0,9.0,1.0,732618.0,1536700.0,32.21,11.85,834857600.0,No
"Top Movers (RS ≥ 85, Improving)",3,WDC,119.93,13380618,Technology,Computer Hardware,98.0,97.0,94.0,10.0,8228993.0,11305460.0,137.4,28.83,41606369280.0,No
"Top Movers (RS ≥ 85, Improving)",4,AMD,211.37,110673500,Technology,Semiconductors,94.0,87.0,81.0,8.0,56770659.0,60075400.0,226.71,76.48,343166517248.0,No
"Top Movers (RS ≥ 85, Improving)",5,AMKR,29.69,5115346,Technology,Semiconductor Equipment & Materials,87.0,67.0,9.0,4.0,2244610.0,1994740.0,33.33,14.03,7345091584.0,No
"Top Movers (RS ≥ 85, Improving)",6,IPX,56.31,255928,Basic Materials,Other Industrial Metals & Mining,98.0,97.0,96.0,22.0,89900.0,95310.0,56.78,12.28,1857889536.0,No
"Top Movers (RS ≥ 85, Improving)",7,NBTX,20.93,116201,Healthcare,Biotechnology,99.0,98.0,90.0,23.0,43415.0,126340.0,22.85,2.76,1009132672.0,No
"Top Movers (RS ≥ 85, Improving)",8,TWN,55.0,26373,Financial Services,Asset Management,89.0,88.0,82.0,14.0,11003.0,20760.0,57.01,26.45,350498432.0,No
"Top Movers (RS ≥ 85, Improving)",9,CENX,28.09,3533009,Basic Materials,Aluminum,93.0,83.0,80.0,20.0,1696325.0,2100080.0,31.04,13.05,2621895936.0,No
"Top Movers (RS ≥ 85, Improving)",10,CMA,80.04,7257091,Financial Services,Banks - Regional,86.0,77.0,73.0,30.0,2379590.0,3595680.0,83.22,48.12,10287178752.0,No
"Top Movers (RS ≥ 85, Improving)",11,MRUS,94.39,2692818,Healthcare,Biotechnology,96.0,90.0,80.0,52.0,1688976.0,7275720.0,94.56,33.19,7153293312.0,No
