Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
5,ONDS,5.1,44796136,Technology,Communication Equipment,99.0,98.0,98.0,36.0,28996868.0,51158980.0,5.49,0.57,1397200000.0,No
17,MOB,5.88,1019240,Industrials,Aerospace & Defense,99.0,98.0,95.0,98.0,371171.0,386770.0,6.0,0.85,48620604.0,No
18,ONEG,11.6,558258,Industrials,Engineering & Construction,99.0,99.0,95.0,8.0,238320.0,181080.0,12.04,1.48,185600000.0,No
29,EPSM,23.84,378535,Consumer Defensive,Beverages - Wineries & Distilleries,99.0,99.0,99.0,,298242.0,468170.0,29.76,4.23,320429088.0,No
31,SLGL,22.0,26625,Healthcare,Biotechnology,99.0,97.0,84.0,13.0,22955.0,40740.0,26.89,4.01,61287380.0,No
37,VSAT,32.54,9867003,Technology,Communication Equipment,99.0,94.0,12.0,7.0,4091701.0,3450490.0,33.73,6.69,4363547648.0,No
55,JMIA,9.18,5005381,Consumer Cyclical,Internet Retail,99.0,87.0,25.0,1.0,4177328.0,5143780.0,9.29,1.6,1122985728.0,No
57,GEOS,20.31,348633,Energy,Oil & Gas Equipment & Services,99.0,98.0,4.0,5.0,281922.0,191510.0,21.6,5.51,260388416.0,No
58,WLDN,116.26,388865,Industrials,Engineering & Construction,99.0,98.0,97.0,42.0,374838.0,585180.0,121.0,30.43,1704964608.0,No
61,SATS,58.76,19532776,Communication Services,Telecom Services,99.0,93.0,8.0,97.0,4285939.0,6293430.0,59.64,14.9,16906191872.0,No
62,FORD,13.26,51793,Consumer Cyclical,Footwear & Accessories,99.0,98.0,95.0,54.0,30517.0,58800.0,15.5,3.1,22783068.0,No
63,SIFY,9.44,179818,Communication Services,Telecom Services,99.0,97.0,95.0,84.0,99515.0,129890.0,9.67,1.98,683349504.0,No
69,AMLX,9.47,1810352,Healthcare,Biotechnology,99.0,98.0,98.0,82.0,1461147.0,1235150.0,9.51,2.04,845752768.0,No
84,OSS,6.32,2196159,Technology,Computer Hardware,99.0,98.0,82.0,92.0,538466.0,537580.0,6.6,1.85,138235856.0,No
100,PPIH,30.5,206118,Industrials,Building Products & Equipment,98.0,98.0,87.0,95.0,70636.0,106320.0,32.9,8.81,243468384.0,No
103,FSI,9.69,147245,Basic Materials,Specialty Chemicals,98.0,95.0,89.0,98.0,35352.0,66870.0,9.82,3.16,123400872.0,No
112,UUUU,11.38,14841559,Energy,Uranium,98.0,97.0,32.0,5.0,13587869.0,17938790.0,13.34,3.2,2614424576.0,No
117,AEHR,24.28,1943279,Technology,Semiconductor Equipment & Materials,98.0,95.0,16.0,4.0,1657406.0,2545370.0,26.43,6.27,726488192.0,No
123,ELVA,5.51,210951,Industrials,Electrical Equipment & Parts,98.0,97.0,95.0,9.0,167331.0,287210.0,5.84,1.73,220989024.0,No
126,XGN,9.57,322913,Healthcare,Diagnostics & Research,98.0,99.0,99.0,87.0,293117.0,270270.0,10.34,2.38,210134384.0,No
139,CHCI,17.41,73486,Real Estate,Real Estate Services,98.0,92.0,95.0,72.0,19603.0,24990.0,17.82,6.31,175292720.0,No
145,RIGL,39.73,659774,Healthcare,Biotechnology,98.0,90.0,91.0,94.0,419163.0,916230.0,43.72,12.4,712648896.0,No
150,EVLV,8.38,3583017,Industrials,Security & Protection Services,98.0,97.0,97.0,18.0,3021773.0,4697640.0,8.91,2.04,1442165632.0,No
161,SPAI,6.95,562984,Industrials,Aerospace & Defense,98.0,92.0,6.0,7.0,207549.0,505120.0,7.3,1.47,112289544.0,No
165,INBX,27.5,148474,Healthcare,Biotechnology,98.0,97.0,17.0,17.0,108601.0,125980.0,27.77,10.8,398348512.0,No
170,SGHC,12.15,2022234,Consumer Cyclical,Gambling,98.0,97.0,98.0,97.0,1577068.0,2074020.0,12.37,3.26,6153614848.0,No
173,PRPO,15.68,33612,Healthcare,Diagnostics & Research,98.0,98.0,97.0,86.0,11317.0,11720.0,16.89,3.9,24714792.0,No
180,TRVI,8.01,9072024,Healthcare,Biotechnology,97.0,97.0,98.0,97.0,1946271.0,1387000.0,8.77,2.36,974216000.0,No
