Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,PRPO,25.91,27360,Healthcare,Diagnostics & Research,99.0,99.0,98.0,98.0,16373.0,14710.0,28.5,3.9,45386092.0,No
Leading Stocks (RS > 90),2,GH,102.68,4349760,Healthcare,Diagnostics & Research,98.0,97.0,97.0,93.0,2652425.0,2548130.0,110.0,29.91,13332909056.0,No
"Top Movers (RS ≥ 85, Improving)",1,PACS,25.94,11635777,Healthcare,Medical Care Facilities,98.0,14.0,7.0,1.0,1242214.0,2420020.0,27.78,7.5,4025304576.0,No
"Top Movers (RS ≥ 85, Improving)",2,OLMA,22.34,10221598,Healthcare,Biotechnology,99.0,91.0,11.0,3.0,2841529.0,11320730.0,27.17,2.86,1540385280.0,No
"Top Movers (RS ≥ 85, Improving)",3,TYRA,20.74,1193811,Healthcare,Biotechnology,96.0,55.0,51.0,4.0,235825.0,269320.0,20.97,6.42,1102133760.0,No
"Top Movers (RS ≥ 85, Improving)",4,REGN,738.91,1727309,Healthcare,Biotechnology,86.0,10.0,4.0,2.0,1068353.0,1100590.0,800.99,476.49,78249467904.0,No
"Top Movers (RS ≥ 85, Improving)",5,TEN,25.34,672624,Energy,Oil & Gas Midstream,91.0,85.0,79.0,17.0,335417.0,258090.0,26.69,13.4,765542400.0,No
"Top Movers (RS ≥ 85, Improving)",6,ECO,36.92,370795,Industrials,Marine Shipping,95.0,88.0,73.0,24.0,181350.0,312390.0,39.77,17.91,1188525952.0,No
"Top Movers (RS ≥ 85, Improving)",7,SNDA,32.12,54825,Healthcare,Medical Care Facilities,91.0,61.0,48.0,25.0,33712.0,87420.0,33.5,19.34,602894464.0,No
"Top Movers (RS ≥ 85, Improving)",8,BEP,28.76,1039421,Utilities,Utilities - Renewable,86.0,74.0,50.0,35.0,682454.0,1150490.0,32.72,19.29,18923991040.0,No
