Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,DAVE,232.05,1681009,Technology,Software - Application,98.0,97.0,99.0,99.0,470996.0,382270.0,286.45,37.56,3139803392.0,No
Leading Stocks (RS > 90),2,XMTR,61.13,2244665,Industrials,Industrial Distribution,97.0,96.0,96.0,95.0,814267.0,463940.0,62.27,18.59,3101625088.0,No
Leading Stocks (RS > 90),3,PLTR,188.52,99460009,Technology,Software - Infrastructure,97.0,98.0,99.0,99.0,62256637.0,48078850.0,207.52,46.86,447613566976.0,No
Leading Stocks (RS > 90),4,CMPO,21.36,1656402,Industrials,Metal Fabrication,95.0,94.0,96.0,95.0,976667.0,864780.0,26.78,9.24,2186807808.0,No
Leading Stocks (RS > 90),5,PRIM,126.81,1735481,Industrials,Engineering & Construction,94.0,96.0,96.0,91.0,867071.0,787750.0,146.16,49.1,6854356992.0,No
"Top Movers (RS ≥ 85, Improving)",1,TCMD,21.77,3000541,Healthcare,Medical Devices,96.0,75.0,31.0,3.0,216895.0,238590.0,23.8,8.61,485300000.0,No
"Top Movers (RS ≥ 85, Improving)",2,CSTL,31.22,964625,Healthcare,Diagnostics & Research,92.0,34.0,9.0,2.0,456304.0,323700.0,35.84,14.59,905203392.0,No
"Top Movers (RS ≥ 85, Improving)",3,CSIQ,22.04,3652881,Technology,Solar,97.0,82.0,43.0,12.0,2360065.0,4514620.0,24.7,6.57,1474728960.0,No
"Top Movers (RS ≥ 85, Improving)",4,MTSR,73.47,8635472,Healthcare,Biotechnology,98.0,97.0,75.0,16.0,2273834.0,2582030.0,74.24,12.3,7731696640.0,No
"Top Movers (RS ≥ 85, Improving)",5,SPHR,71.5,1858473,Communication Services,Entertainment,96.0,92.0,23.0,16.0,1128468.0,970720.0,72.09,23.89,2573958144.0,No
"Top Movers (RS ≥ 85, Improving)",6,DD,37.15,12716657,Basic Materials,Specialty Chemicals,85.0,55.0,15.0,12.0,7510869.0,8179721.0,37.73,22.5,15576260608.0,No
