Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,CDTX,113.05,1591044,Healthcare,Biotechnology,99.0,99.0,99.0,97.0,752795.0,1371000.0,121.21,10.14,2866727936.0,No
Leading Stocks (RS > 90),2,LTBR,22.08,3874171,Industrials,Electrical Equipment & Parts,99.0,98.0,99.0,99.0,1849085.0,2652060.0,25.98,3.09,658871936.0,No
Leading Stocks (RS > 90),3,OKLO,147.75,36936535,Utilities,Utilities - Regulated Electric,99.0,99.0,99.0,96.0,19720837.0,21640970.0,161.35,9.01,21738407936.0,No
Leading Stocks (RS > 90),4,RKLB,64.26,39134946,Industrials,Aerospace & Defense,99.0,99.0,99.0,99.0,23103553.0,27401510.0,73.5,9.2,31099314176.0,No
Leading Stocks (RS > 90),5,MP,78.43,50349557,Basic Materials,Other Industrial Metals & Mining,98.0,99.0,99.0,96.0,15280018.0,13800640.0,84.88,15.56,13888935936.0,No
Leading Stocks (RS > 90),6,IDR,43.96,1173801,Basic Materials,Gold,98.0,98.0,92.0,98.0,556960.0,680330.0,45.96,9.67,664093248.0,No
Leading Stocks (RS > 90),7,TVRD,41.5,83005,Healthcare,Biotechnology,98.0,98.0,96.0,96.0,41776.0,57170.0,43.65,8.14,390101184.0,No
Leading Stocks (RS > 90),8,KTOS,94.62,7171614,Industrials,Aerospace & Defense,98.0,98.0,98.0,96.0,4706270.0,4527100.0,112.57,22.69,15973022720.0,No
Leading Stocks (RS > 90),9,PPTA,25.78,5866839,Basic Materials,Other Precious Metals & Mining,97.0,94.0,95.0,98.0,2610420.0,3871250.0,26.79,7.81,2786414080.0,No
Leading Stocks (RS > 90),10,SEI,44.96,4177973,Energy,Oil & Gas Equipment & Services,97.0,92.0,96.0,93.0,2576856.0,4137270.0,50.78,12.78,3119454208.0,No
Leading Stocks (RS > 90),11,NNE,45.91,8798697,Industrials,Specialty Industrial Machinery,96.0,94.0,97.0,96.0,3731060.0,5066670.0,60.51,15.16,1909620224.0,No
Leading Stocks (RS > 90),12,LMND,48.03,4238214,Financial Services,Insurance - Property & Casualty,95.0,95.0,96.0,92.0,2581931.0,2124120.0,62.0,16.87,3549134080.0,No
"Top Movers (RS ≥ 85, Improving)",1,SEPN,23.07,534824,Healthcare,Biotechnology,97.0,85.0,84.0,0.0,263135.0,405710.0,28.99,4.17,1028579072.0,No
"Top Movers (RS ≥ 85, Improving)",2,SION,29.15,433227,Healthcare,Biotechnology,96.0,83.0,78.0,2.0,230317.0,293190.0,30.61,7.25,1286455168.0,No
"Top Movers (RS ≥ 85, Improving)",3,ODP,27.75,1510281,Consumer Cyclical,Specialty Retail,91.0,47.0,9.0,1.0,785721.0,1256020.0,32.21,11.85,835610560.0,No
"Top Movers (RS ≥ 85, Improving)",4,APLD,34.04,102077328,Technology,Information Technology Services,99.0,98.0,97.0,14.0,30731482.0,27569200.0,39.07,3.31,9166144512.0,No
"Top Movers (RS ≥ 85, Improving)",5,ERO,21.35,1709085,Basic Materials,Copper,92.0,70.0,28.0,7.0,810621.0,1146430.0,24.02,9.3,2222119680.0,No
"Top Movers (RS ≥ 85, Improving)",6,NBTX,24.15,176224,Healthcare,Biotechnology,99.0,98.0,92.0,16.0,52331.0,161860.0,30.23,2.76,1162455296.0,No
"Top Movers (RS ≥ 85, Improving)",7,UUUU,20.27,45095456,Energy,Uranium,99.0,98.0,96.0,16.0,16849171.0,26389270.0,22.37,3.2,4687896064.0,No
"Top Movers (RS ≥ 85, Improving)",8,AMKR,28.22,4507862,Technology,Semiconductor Equipment & Materials,86.0,71.0,12.0,3.0,2351404.0,2489970.0,33.54,14.03,6966962688.0,No
"Top Movers (RS ≥ 85, Improving)",9,ZBIO,26.59,563757,Healthcare,Biotechnology,98.0,97.0,85.0,16.0,233150.0,402500.0,29.73,5.83,1252663168.0,No
"Top Movers (RS ≥ 85, Improving)",10,LRCX,131.37,18230144,Technology,Semiconductor Equipment & Materials,93.0,91.0,88.0,15.0,11698937.0,12063020.0,153.7,56.32,165661802496.0,No
"Top Movers (RS ≥ 85, Improving)",11,SNDK,116.89,7212557,Technology,Computer Hardware,99.0,98.0,82.0,22.0,4728006.0,8944360.0,137.05,27.89,17124941824.0,No
"Top Movers (RS ≥ 85, Improving)",12,SXI,216.72,178561,Industrials,Specialty Industrial Machinery,88.0,81.0,17.0,12.0,114790.0,113900.0,225.91,128.85,2620956416.0,No
"Top Movers (RS ≥ 85, Improving)",13,MPWR,904.44,858687,Technology,Semiconductors,88.0,83.0,60.0,12.0,544451.0,440330.0,990.25,438.86,43315441664.0,No
"Top Movers (RS ≥ 85, Improving)",14,SCCO,125.06,2896256,Basic Materials,Copper,87.0,65.0,23.0,22.0,1543360.0,1962170.0,136.5,73.44,101572354048.0,No
"Top Movers (RS ≥ 85, Improving)",15,CPA,121.59,490955,Industrials,Airlines,85.0,84.0,80.0,41.0,285390.0,222800.0,127.09,82.54,5001642496.0,No
"Top Movers (RS ≥ 85, Improving)",16,ACLX,86.64,1042849,Healthcare,Biotechnology,85.0,50.0,48.0,42.0,517110.0,568300.0,107.37,47.86,4799968768.0,No
"Top Movers (RS ≥ 85, Improving)",17,PINC,27.76,3148373,Healthcare,Health Information Services,89.0,86.0,51.0,46.0,1746920.0,1165970.0,28.79,17.23,2296136448.0,No
"Top Movers (RS ≥ 85, Improving)",18,MRUS,94.37,3441268,Healthcare,Biotechnology,96.0,91.0,90.0,63.0,1793462.0,8025920.0,94.63,33.19,7151777792.0,No
"Top Movers (RS ≥ 85, Improving)",19,IPX,54.14,147095,Basic Materials,Other Industrial Metals & Mining,98.0,97.0,96.0,70.0,93493.0,112190.0,56.78,12.28,1783442048.0,No
