Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,BE,41.26,12428803,Industrials,Electrical Equipment & Parts,99.0,96.0,94.0,98.0,7507806.0,11219490.0,41.72,9.02,9654757376.0,No
Leading Stocks (RS > 90),2,PSIX,95.45,923317,Industrials,Specialty Industrial Machinery,99.0,99.0,99.0,99.0,551043.0,777990.0,121.78,10.76,2198194432.0,No
Leading Stocks (RS > 90),3,STRT,79.45,273955,Consumer Cyclical,Auto Parts,98.0,97.0,95.0,95.0,88067.0,98010.0,82.66,31.57,320895360.0,No
Leading Stocks (RS > 90),4,PPIH,26.5,124858,Industrials,Building Products & Equipment,98.0,98.0,91.0,95.0,55783.0,97230.0,26.92,8.23,211538112.0,No
Leading Stocks (RS > 90),5,FOA,29.16,198719,Financial Services,Credit Services,98.0,97.0,99.0,98.0,90275.0,117820.0,32.4,7.0,323072384.0,No
Leading Stocks (RS > 90),6,CYD,28.45,431731,Consumer Cyclical,Auto Manufacturers,98.0,98.0,98.0,97.0,214766.0,315450.0,30.64,8.61,1067395648.0,No
Leading Stocks (RS > 90),7,SE,173.5,18640917,Consumer Cyclical,Internet Retail,96.0,95.0,98.0,97.0,4308251.0,3981550.0,178.0,70.0,102801309696.0,No
Leading Stocks (RS > 90),8,LITE,119.39,4948864,Technology,Communication Equipment,97.0,96.0,94.0,91.0,2167403.0,2263730.0,120.3,44.77,8290177024.0,No
Leading Stocks (RS > 90),9,LIF,83.75,1994973,Technology,Software - Application,97.0,97.0,97.0,94.0,908340.0,654420.0,84.02,29.62,6405452288.0,No
Leading Stocks (RS > 90),10,TPB,98.98,573634,Consumer Defensive,Tobacco,97.0,96.0,97.0,97.0,324788.0,480300.0,99.49,37.2,1783708800.0,No
Leading Stocks (RS > 90),11,XMTR,47.46,1247987,Industrials,Specialty Industrial Machinery,97.0,96.0,95.0,96.0,775462.0,1387200.0,48.6,16.11,2410792448.0,No
Leading Stocks (RS > 90),12,ASA,35.3,438172,Financial Services,Asset Management,94.0,91.0,95.0,94.0,75162.0,103610.0,35.6,18.22,666184640.0,No
Leading Stocks (RS > 90),13,INSM,122.0,7193158,Healthcare,Biotechnology,96.0,93.0,93.0,98.0,3689537.0,3029640.0,122.03,60.4,25787750400.0,No
Leading Stocks (RS > 90),14,DXPE,122.43,265930,Industrials,Industrial Distribution,96.0,94.0,95.0,98.0,172262.0,212130.0,123.63,45.81,1920487040.0,No
Leading Stocks (RS > 90),15,TATT,32.48,502342,Industrials,Aerospace & Defense,93.0,92.0,98.0,97.0,207725.0,158560.0,38.26,13.57,415994080.0,No
Leading Stocks (RS > 90),16,CCB,102.98,199428,Financial Services,Banks - Regional,93.0,94.0,96.0,97.0,118003.0,159080.0,106.38,46.56,1555935232.0,No
"Top Movers (RS ≥ 85, Improving)",1,GCT,30.75,1674810,Technology,Software - Infrastructure,95.0,81.0,8.0,4.0,771125.0,1158710.0,31.45,11.17,1158232576.0,No
"Top Movers (RS ≥ 85, Improving)",2,BWMN,38.84,310050,Industrials,Engineering & Construction,95.0,88.0,72.0,5.0,116700.0,149130.0,38.87,17.9,670017216.0,No
"Top Movers (RS ≥ 85, Improving)",3,ASMB,23.67,125188,Healthcare,Biotechnology,97.0,93.0,17.0,10.0,42987.0,113880.0,24.71,7.75,183060128.0,No
"Top Movers (RS ≥ 85, Improving)",4,MEG,27.28,1165861,Industrials,Waste Management,89.0,82.0,9.0,2.0,390143.0,544230.0,34.55,10.51,962439296.0,No
"Top Movers (RS ≥ 85, Improving)",5,REZI,31.29,3740885,Industrials,Industrial Distribution,94.0,87.0,33.0,20.0,1204272.0,2273350.0,31.59,14.18,4657769472.0,No
"Top Movers (RS ≥ 85, Improving)",6,CPA,120.6,543321,Industrials,Airlines,88.0,83.0,72.0,22.0,336859.0,362820.0,121.62,82.54,4960796672.0,No
"Top Movers (RS ≥ 85, Improving)",7,WLDN,118.63,585753,Industrials,Engineering & Construction,99.0,98.0,95.0,43.0,308516.0,572380.0,119.25,30.43,1739720832.0,No
"Top Movers (RS ≥ 85, Improving)",8,SPXC,191.0,910516,Industrials,Building Products & Equipment,86.0,82.0,65.0,53.0,258551.0,396690.0,209.38,115.0,8930816000.0,No
