Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,PRPO,21.75,28001.0,Healthcare,Diagnostics & Research,98.0,98.0,99.0,92.0,14620.0,14920.0,22.38,3.9,35225952.0,No
"Top Movers (RS ≥ 85, Improving)",1,PI,241.56,1505821.0,Technology,Semiconductors,96.0,92.0,25.0,6.0,546707.0,427320.0,244.34,60.85,7015561216.0,No
"Top Movers (RS ≥ 85, Improving)",2,MEDP,596.61,749826.0,Healthcare,Diagnostics & Research,95.0,93.0,90.0,16.0,364817.0,378090.0,625.0,250.05,16760580096.0,No
"Top Movers (RS ≥ 85, Improving)",3,FET,31.25,202361.0,Energy,Oil & Gas Equipment & Services,96.0,93.0,89.0,20.0,103135.0,90880.0,31.45,12.78,371977376.0,No
"Top Movers (RS ≥ 85, Improving)",4,VRDN,22.07,2148713.0,Healthcare,Biotechnology,85.0,78.0,58.0,10.0,917400.0,1649190.0,27.2,9.9,1802413440.0,No
"Top Movers (RS ≥ 85, Improving)",5,TEN,23.98,509449.0,Energy,Oil & Gas Midstream,85.0,80.0,43.0,12.0,332775.0,253490.0,24.47,13.4,722459904.0,No
"Top Movers (RS ≥ 85, Improving)",6,SNDK,167.36,8353025.0,Technology,Computer Hardware,99.0,98.0,88.0,33.0,5406381.0,6865090.0,167.95,27.89,24511051776.0,No
"Top Movers (RS ≥ 85, Improving)",7,CIGI,169.29,351185.0,Real Estate,Real Estate Services,85.0,79.0,70.0,23.0,132284.0,89890.0,170.65,100.86,8583425024.0,No
"Top Movers (RS ≥ 85, Improving)",8,VICR,92.98,1765206.0,Technology,Electronic Components,96.0,72.0,59.0,48.0,416778.0,785250.0,93.4,38.92,4176593408.0,No
"Top Movers (RS ≥ 85, Improving)",9,VPG,37.1,162357.0,Technology,Scientific & Technical Instruments,93.0,85.0,56.0,48.0,107260.0,147220.0,38.01,18.57,492653984.0,No
"Top Movers (RS ≥ 85, Improving)",10,ZBIO,25.01,588665.0,Healthcare,Biotechnology,97.0,96.0,90.0,67.0,269068.0,442820.0,29.73,5.83,1178228864.0,No
